City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
146,Billings,US,2020-12-09 08:55:01,45.78,-108.5,50.0,21,75,14.99,broken clouds,0,0
147,Poronaysk,RU,2020-12-09 08:55:08,49.22,143.12,21.56,87,40,7.11,scattered clouds,0,0
148,Dandong,CN,2020-12-09 08:55:08,40.13,124.39,32.11,97,100,5.06,overcast clouds,0,0
149,Isla Vista,US,2020-12-09 08:55:09,34.41,-119.86,61.0,49,1,5.23,clear sky,0,0
150,Polis,CY,2020-12-09 08:55:09,35.04,32.43,66.2,68,40,5.82,scattered clouds,0,0
151,Tuatapere,NZ,2020-12-09 08:55:09,-46.13,167.68,59.0,76,97,1.01,overcast clouds,0,0
152,Dunedin,NZ,2020-12-09 08:55:10,-45.87,170.5,60.01,69,88,0.6,overcast clouds,0,0
153,Itarema,BR,2020-12-09 08:55:10,-2.92,-39.92,78.13,80,100,10.8,overcast clouds,0,0
154,Never,FR,2020-12-09 08:55:10,46.99,3.16,37.0,100,90,1.12,mist,0,0
155,Mayo,US,2020-12-09 08:55:10,38.89,-76.51,32.0,68,1,3.36,clear sky,0,0
156,Hovd,MN,2020-12-09 08:55:10,48.01,91.64,10.78,78,100,1.14,light snow,0,0
157,Kodiak,US,2020-12-09 08:55:11,57.79,-152.41,32.0,82,75,3.36,light snow,0,0
158,Khuzdar,PK,2020-12-09 08:55:11,27.74,66.64,63.36,45,29,4.97,light rain,0,0
159,Sambava,MG,2020-12-09 08:55:11,-14.27,50.17,80.44,78,38,10.83,moderate rain,0,0
160,Eenhana,NA,2020-12-09 08:55:11,-17.47,16.33,91.4,16,100,9.55,overcast clouds,0,0
161,Manicore,BR,2020-12-09 08:55:11,-5.81,-61.3,72.45,95,78,1.43,broken clouds,0,0
162,Butaritari,KI,2020-12-09 08:55:12,3.07,172.79,82.26,75,38,4.36,scattered clouds,0,0
163,Bud,US,2020-12-09 08:55:12,39.45,-86.18,35.01,91,1,3.36,clear sky,0,0
164,Cockburn Town,TC,2020-12-09 08:55:12,21.46,-71.14,76.96,81,91,15.08,overcast clouds,0,0
165,Chapais,CA,2020-12-09 08:55:12,49.78,-74.85,5.0,84,90,3.36,overcast clouds,0,0
166,Baculin,PH,2020-12-09 08:55:12,7.45,126.58,81.19,76,83,2.59,broken clouds,0,0
167,Bonavista,CA,2020-12-09 08:55:13,48.65,-53.11,37.0,100,100,11.41,light rain,0,0
168,Rahuri,IN,2020-12-09 08:55:01,19.38,74.65,86.38,28,13,5.14,few clouds,0,0
169,Dikson,RU,2020-12-09 08:55:13,73.51,80.55,-4.05,90,100,11.14,overcast clouds,0,0
170,Severo-Kurilsk,RU,2020-12-09 08:55:14,50.68,156.12,25.57,94,25,18.68,snow,0,0
171,Mogok,MM,2020-12-09 08:55:14,22.92,96.5,67.35,64,93,2.62,overcast clouds,0,0
172,Upernavik,GL,2020-12-09 08:55:14,72.79,-56.15,23.85,97,100,10.38,light snow,0,0
173,Tuktoyaktuk,CA,2020-12-09 08:55:14,69.45,-133.04,0.1,93,100,10.58,overcast clouds,0,0
174,Lieksa,FI,2020-12-09 08:55:14,63.32,30.02,28.51,91,0,13.58,clear sky,0,0
175,Gornopravdinsk,RU,2020-12-09 08:55:15,60.05,69.9,15.03,97,100,5.44,overcast clouds,0,0
176,Porto Murtinho,BR,2020-12-09 08:55:15,-21.7,-57.88,70.21,51,0,3.67,clear sky,0,0
177,Sabzevar,IR,2020-12-09 08:52:23,36.21,57.68,44.6,65,75,9.17,broken clouds,0,0
178,Ancud,CL,2020-12-09 08:55:15,-41.87,-73.82,46.99,93,75,2.24,broken clouds,0,0
179,Jalu,LY,2020-12-09 08:55:15,29.03,21.55,67.44,25,0,11.41,clear sky,0,0
180,Piranhas,BR,2020-12-09 08:55:16,-16.43,-51.82,70.97,90,95,1.57,overcast clouds,0,0
181,Tete,MZ,2020-12-09 08:55:16,-16.16,33.59,80.6,69,75,9.17,broken clouds,0,0
182,Airai,TL,2020-12-09 08:55:16,-8.93,125.41,69.22,95,90,2.71,light rain,0,0
183,Keetmanshoop,NA,2020-12-09 08:55:16,-26.58,18.13,77.2,18,0,6.78,clear sky,0,0
184,Zhanaozen,KZ,2020-12-09 08:55:16,43.3,52.8,26.76,85,0,12.37,clear sky,0,0
185,Mitu,CO,2020-12-09 08:55:17,1.2,-70.17,70.25,98,92,1.16,overcast clouds,0,0
186,Leningradskiy,RU,2020-12-09 08:55:17,69.38,178.42,0.86,89,0,9.89,clear sky,0,0
187,Ulladulla,AU,2020-12-09 08:55:17,-35.35,150.47,69.8,52,0,12.75,clear sky,0,0
